id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
11031,This Is Spinal Tap,"Music,Comedy",en,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",9.609,1984-05-04,7.5,1110
874300,South Park: Post COVID: The Return of COVID,"Animation,Comedy,TV Movie",en,"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. But traveling back to the past seems to be the easy answer until they meet Victor Chaos.",19.735,2021-12-16,7.5,212
576845,Last Night in Soho,"Thriller,Horror,Mystery",en,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",119.322,2021-10-21,7.5,1823
26596,Johnny Guitar,"Drama,Western,Romance",en,"On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.",9.735,1954-05-26,7.5,297
11167,Peeping Tom,"Horror,Thriller,Drama",en,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",12.466,1960-05-16,7.5,588
9665,Glory,"Drama,History,War",en,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",11.96,1989-12-15,7.5,1238
2690,Irma la Douce,"Comedy,Romance",en,A Parisian policeman gives up everything for the love of a free-living sex worker.,10.752,1963-06-05,7.5,296
786,Almost Famous,"Drama,Music",en,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",14.585,2000-09-15,7.5,2187
106,Predator,"Science Fiction,Action,Adventure,Thriller",en,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,90.871,1987-06-12,7.5,6267
258480,Carol,"Romance,Drama",en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",13.462,2015-11-20,7.5,3139
638449,The Last Letter From Your Lover,"Drama,Romance",en,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,29.987,2021-07-23,7.5,434
9008,The Insider,"Drama,Thriller",en,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand.",12.693,1999-03-10,7.5,1450
13689,Peaceful Warrior,Drama,en,A chance encounter with a stranger changes the life of a college gymnast.,12.309,2006-03-30,7.5,323
451480,The Guernsey Literary & Potato Peel Pie Society,"Romance,Drama,History",en,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",11.939,2018-04-19,7.5,1149
15919,Marty,"Drama,Romance",en,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",7.689,1955-04-11,7.5,273
14736,Love & Basketball,"Action,Comedy,Drama,Romance",en,"Quincy McCall and Monica Wright grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",11.605,2000-04-21,7.5,349
487670,The Death of Superman,"Science Fiction,Animation,Action,Drama",en,"When a hulking monster arrives on Earth and begins a mindless rampage, the Justice League is quickly called in to stop it. But it soon becomes apparent that only Superman can stand against the monstrosity.",21.115,2018-08-28,7.5,520
251516,Kung Fury,"Action,Comedy,Science Fiction,Fantasy",en,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",7.294,2015-05-22,7.5,1585
13060,Lifted,"Family,Animation,Science Fiction",en,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",9.058,2006-12-28,7.5,612
9559,A Perfect World,"Crime,Drama,Thriller",en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",13.107,1993-11-24,7.5,1293
634544,Uncle Frank,Drama,en,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",10.852,2020-11-25,7.5,314
476968,"Paul, Apostle of Christ","Drama,History",en,"Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",47.78,2018-03-23,7.5,259
8333,The Taking of Pelham One Two Three,"Crime,Action,Thriller",en,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",6.972,1974-10-02,7.5,346
4584,Sense and Sensibility,"Drama,Romance",en,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",16.794,1995-12-13,7.5,1342
376290,Miss Sloane,"Thriller,Drama",en,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,21.299,2016-11-25,7.5,1470
239571,The Best of Me,"Drama,Romance",en,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,16.547,2014-10-15,7.5,2282
8094,The Magdalene Sisters,"Drama,History",en,"Four women are given into the custody of the Magdalene sisterhood asylum to correct their sinful behavior: Crispina and Rose have given birth to a premarital child, Margaret got raped by her cousin and the orphan Bernadette had been repeatedly caught flirting with the boys. All have to work in a laundry under the strict supervision of the nuns, who break their wills through sadistic punishment.",8.476,2002-08-30,7.5,318
154,Star Trek II: The Wrath of Khan,"Action,Adventure,Science Fiction,Thriller",en,"It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen, Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One, stolen a top secret device called Project Genesis, wrested control of another Federation Starship and sets out in pursuit of the Enterprise, determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.",11.913,1982-06-04,7.5,1521
621013,Chemical Hearts,"Drama,Romance",en,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",52.816,2020-08-21,7.5,970
4174,Spellbound,"Mystery,Thriller,Romance",en,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",9.452,1945-11-08,7.5,671
1251,Letters from Iwo Jima,"Action,Drama,War",en,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",17.082,2006-12-19,7.5,1639
508570,The One and Only Ivan,"Family,Comedy,Drama",en,"A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.",11.229,2020-08-21,7.5,470
194662,Birdman or (The Unexpected Virtue of Ignorance),"Drama,Comedy",en,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",25.92,2014-10-17,7.5,11369
17529,True Grit,Western,en,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",15.211,1969-06-11,7.5,591
8321,In Bruges,"Comedy,Drama,Crime",en,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",12.488,2008-02-08,7.5,4073
33997,Desert Flower,Drama,en,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",9.787,2009-09-24,7.5,329
10907,The Adventures of Robin Hood,"Adventure,Action,Romance",en,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,12.215,1938-05-13,7.5,554
3110,Shane,"Drama,Western",en,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",9.962,1953-04-23,7.5,458
345,Eyes Wide Shut,"Drama,Thriller,Mystery",en,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",33.548,1999-07-16,7.5,4853
290,Barton Fink,"Comedy,Drama,Crime",en,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,10.842,1991-08-01,7.5,1316
9918,Glory Road,"Drama,History",en,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",14.77,2006-01-13,7.5,588
370172,No Time to Die,"Adventure,Action,Thriller",en,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",200.651,2021-09-29,7.5,4364
565310,The Farewell,"Comedy,Drama",en,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,11.305,2019-07-12,7.5,1122
637693,Spirit Untamed,"Animation,Adventure,Family,Western",en,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,150.453,2021-05-20,7.5,394
374720,Dunkirk,"War,Action,Drama",en,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",33.047,2017-07-19,7.5,14229
13350,Scooby-Doo and the Ghoul School,"Adventure,Animation,Mystery,Family,TV Movie,Comedy,Fantasy",en,"Scooby, Shaggy and Scrappy Doo are on their way to a Miss Grimwood's Finishing School for Girls, where they have been hired as gym teachers. Once there, however, they find that it is actually a school for girl ghouls.",11.166,1988-10-16,7.5,251
2034,Training Day,"Action,Crime,Drama",en,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",23.2,2001-10-05,7.5,4774
620,Ghostbusters,"Comedy,Fantasy",en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",29.594,1984-06-08,7.5,7422
226,Boys Don't Cry,"Crime,Drama",en,A young transgender man explores his gender identity and searches for love in rural Nebraska.,12.803,1999-09-02,7.5,1067
31767,The Devils,"Drama,History",en,"In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually repressed nun.",7.531,1971-07-01,7.5,270
18925,Facing the Giants,Drama,en,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,47.065,2006-09-29,7.5,320
9549,The Right Stuff,"Drama,History,Adventure",en,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper.",10.37,1983-10-20,7.5,676
1360,Frida,"Drama,Romance",en,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",19.343,2002-08-29,7.5,1742
985,Eraserhead,"Fantasy,Horror",en,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",9.624,1977-09-28,7.5,1920
813258,Monster Pets: A Hotel Transylvania Short,"Animation,Comedy,Fantasy",en,Drac tries out some new monster pets to help occupy Tinkles for playtime.,162.524,2021-04-02,7.5,313
11349,Cape Fear,"Drama,Thriller",en,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",8.116,1962-04-12,7.5,438
10377,My Cousin Vinny,"Comedy,Crime",en,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",10.927,1992-03-13,7.5,1154
192,The Name of the Rose,"Drama,Thriller,Mystery",en,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",13.639,1986-09-24,7.5,2456
11704,The Secret of NIMH,"Family,Animation,Fantasy,Adventure",en,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",9.909,1982-06-17,7.5,637
408647,Teen Titans: The Judas Contract,"Science Fiction,Animation,Action",en,"Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?",31.813,2017-03-31,7.5,556
339403,Baby Driver,"Action,Crime",en,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",87.935,2017-06-28,7.5,13382
293863,The Age of Adaline,"Romance,Fantasy,Drama",en,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",29.63,2015-04-16,7.5,5553
340666,Nocturnal Animals,"Drama,Thriller",en,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",27.231,2016-11-04,7.5,6590
16372,The Innocents,"Horror,History,Thriller",en,A young governess for two children becomes convinced that the house and grounds are haunted.,10.405,1961-12-15,7.5,441
292011,Richard Jewell,"Drama,History,Crime",en,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",16.254,2019-12-13,7.5,1984
345938,The Shack,"Drama,Fantasy",en,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",110.472,2017-03-03,7.5,1717
10400,The Hurricane,Drama,en,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",13.911,1999-09-17,7.5,1148
846214,"The Simpsons: The Good, the Bart, and the Loki","Animation,Comedy,Family",en,Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,163.765,2021-07-07,7.5,547
533444,Waves,"Romance,Drama",en,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,17.351,2019-11-15,7.5,444
407445,Breathe,"Drama,Romance",en,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",19.596,2017-10-13,7.5,630
8356,An Affair to Remember,"Drama,Romance",en,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,9.394,1957-07-11,7.5,356
129670,Nebraska,"Drama,Adventure",en,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",8.808,2013-09-21,7.5,1462
22538,Scott Pilgrim vs. the World,"Action,Comedy,Romance",en,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",47.115,2010-08-12,7.5,6449
12837,The Secret Life of Bees,"Family,Adventure,Drama",en,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",12.297,2008-09-17,7.5,430
10435,Chaplin,Drama,en,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",12.727,1992-12-17,7.5,829
196,Back to the Future Part III,"Adventure,Comedy,Science Fiction",en,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",25.65,1990-05-25,7.5,8791
227306,Unbroken,"Drama,War",en,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",17.953,2014-12-25,7.5,3585
65218,Lemonade Mouth,"Drama,Comedy,TV Movie",en,"After five disparate high school students meet in detention, they realize they have more in common than they think and form a band that becomes a champion for students sidelined by the high school elite.",13.389,2011-12-06,7.5,928
13377,How the Grinch Stole Christmas!,"Animation,Family,Comedy",en,"Bitter and hateful, the Grinch is irritated at the thought of a nearby village having a happy time celebrating Christmas. Disguised as Santa Claus, with his dog made to look like a reindeer, he decides to raid the village to steal all the Christmas things.",16.185,1966-12-18,7.5,789
1523,The Last King of Scotland,Drama,en,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",18.324,2006-01-12,7.5,1687
1368,First Blood,"Action,Adventure,Thriller,War",en,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",46.8,1982-10-22,7.5,5024
755339,Just Another Christmas,"Comedy,Family",pt,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",6.758,2020-12-03,7.4,326
675445,PAW Patrol: The Movie,"Animation,Family,Adventure,Comedy",en,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,323.229,2021-08-09,7.4,978
11901,High Plains Drifter,"Western,Drama,Mystery",en,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",13.605,1973-04-19,7.4,839
13353,"It's the Great Pumpkin, Charlie Brown","Family,Animation,TV Movie",en,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",7.413,1966-10-27,7.4,281
18988,The Lion in Winter,"Drama,History",en,Henry II and his estranged queen battle over the choice of an heir.,12.347,1968-10-30,7.4,244
8741,The Thin Red Line,"Drama,History,War",en,"The story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived.",15.749,1998-03-05,7.4,2404
290762,Miss You Already,"Comedy,Drama",en,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,12.386,2015-09-12,7.4,612
10784,Cabaret,"Music,Drama,Romance",en,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",9.849,1972-02-13,7.4,693
2501,The Bourne Identity,"Action,Drama,Mystery,Thriller",en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",32.465,2002-06-14,7.4,7876
704,A Hard Day's Night,"Music,Comedy",en,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",9.597,1964-07-07,7.4,517
544401,Cherry,"Drama,Crime",en,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",63.778,2021-02-26,7.4,987
9509,Man on Fire,"Action,Drama,Thriller",en,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",36.535,2004-04-23,7.4,4182
2056,The Station Agent,"Drama,Comedy",en,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",7.775,2003-01-26,7.4,512
13475,Star Trek,"Science Fiction,Action,Adventure",en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",48.397,2009-05-06,7.4,8724
458156,John Wick: Chapter 3 - Parabellum,"Action,Thriller,Crime",en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",156.452,2019-05-15,7.4,8059
339380,On the Basis of Sex,"Drama,History",en,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,20.017,2018-12-25,7.4,843
290542,You're Not You,Drama,en,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,11.186,2014-10-10,7.4,689
1677,Ray,"Drama,Music",en,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",22.397,2004-10-29,7.4,1560
466272,Once Upon a Time… in Hollywood,"Comedy,Drama,Thriller",en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",46.853,2019-07-24,7.4,10661
206487,Predestination,"Science Fiction,Thriller",en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",36.547,2014-08-28,7.4,5363
1813,The Devil's Advocate,"Drama,Mystery,Thriller,Horror",en,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",36.161,1997-10-17,7.4,4784
190859,American Sniper,"War,Action",en,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",96.044,2014-12-25,7.4,11243
271110,Captain America: Civil War,"Adventure,Action,Science Fiction",en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",167.83,2016-04-27,7.4,20066
250538,The Good Lie,Drama,en,"A young refugee of the Sudanese Civil War who wins a lottery for relocation to the United States with three other lost boys. Encountering the modern world for the first time, they develop an unlikely friendship with a brash American woman assigned to help them, but the young man struggles to adjust to this new life and his feelings of guilt about the brother he left behind.",8.505,2014-06-27,7.4,425
26963,The Secret of Kells,"Animation,Family,Fantasy",en,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",14.099,2009-02-09,7.4,522
16858,All That Jazz,Drama,en,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",7.761,1979-12-16,7.4,344
11545,Rushmore,"Comedy,Drama",en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",10.519,1998-12-11,7.4,2004
8055,The Reader,"Drama,Romance",en,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",28.643,2008-01-02,7.4,2477
